"","rnames","variable","value","rank"
"98659","9398","V9391",5149.11,7
"98660","9398","V9403",5318.62,8
"98661","9398","V3730",5774.1,9
"98662","9398","V7327",5862.91,10
"98663","9399","V3730",2196.56,1
"98664","9399","V1927",2502.91,2
"98665","9399","V9398",3579.27,3
"98666","9399","V9391",4187.25,4
"98667","9399","V1926",4423.59,5
"98668","9399","V7000",4466.17,6
"98669","9399","V7327",4550.3,7
"98670","9399","V6992",4629.88,8
"98671","9399","V3731",4773.7,9
"98672","9399","V3745",5314.89,10
"98673","94","V4419",864.94,1
"98674","94","V4418",1000.18,2
"98675","94","V93",1033.06,3
"98676","94","V4417",1163.04,4
"98677","94","V70",1172.73,5
"98678","94","V4415",1430.93,6
"98679","94","V4430",1593.11,7
"98680","94","V73",1736.77,8
"98681","94","V4426",1969.91,9
"98682","94","V4437",2129.06,10
"98683","940","V8153",2378.83,1
"98684","940","V8604",2498.49,2
"98685","940","V2801",2830.71,3
"98686","940","V3150",3484.62,4
"98687","940","V8150",3894.86,5
"98688","940","V8166",4398.14,6
"98689","940","V2805",4479.74,7
"98690","940","V8159",4862.02,8
"98691","940","V3145",5053.6,9
"98692","940","V3143",5369.13,10
"98693","9400","V3739",2290.59,1
"98694","9400","V3745",2555.33,2
"98695","9400","V3730",3591.97,3
"98696","9400","V3733",3725.53,4
"98697","9400","V9395",3897.74,5
"98698","9400","V9408",5308.27,6
"98699","9400","V9399",5419.01,7
"98700","9400","V9391",5841.11,8
"98701","9400","V7000",6174.69,9
"98702","9400","V9397",6470.02,10
"98703","9401","V9394",1359.78,1
"98704","9401","V7265",1542.78,2
"98705","9401","V3736",2457.92,3
"98706","9401","V4775",3018.94,4
"98707","9401","V4739",3106.89,5
"98708","9401","V4750",3189.77,6
"98709","9401","V298",3525.29,7
"98710","9401","V4740",3577.21,8
"98711","9401","V4735",3633.69,9
"98712","9401","V302",3709.27,10
"98713","9402","V7385",2682.75,1
"98714","9402","V3735",3215.3,2
"98715","9402","V9396",3369.64,3
"98716","9402","V9393",4447.96,4
"98717","9402","V7395",4458.69,5
"98718","9402","V9397",4538.37,6
"98719","9402","V3733",4585.77,7
"98720","9402","V9391",4908.41,8
"98721","9402","V9392",5005.85,9
"98722","9402","V3739",6286.28,10
"98723","9403","V3737",2193.25,1
"98724","9403","V3731",2815.6,2
"98725","9403","V9392",3055.22,3
"98726","9403","V9396",3084.05,4
"98727","9403","V9391",4506.59,5
"98728","9403","V3734",4529.15,6
"98729","9403","V5216",5220.96,7
"98730","9403","V615",5224.77,8
"98731","9403","V9398",5318.62,9
"98732","9403","V7385",6030.86,10
"98733","9404","V3750",2393.44,1
"98734","9404","V3749",3621.43,2
"98735","9404","V9407",3632.16,3
"98736","9404","V9395",4148.17,4
"98737","9404","V3744",5369.4,5
"98738","9404","V3740",5378.36,6
"98739","9404","V9397",5990.2,7
"98740","9404","V3732",6384.21,8
"98741","9404","V3746",6618.03,9
"98742","9404","V3739",6961.23,10
"98743","9405","V3747",2070.73,1
"98744","9405","V83",2754.64,2
"98745","9405","V3749",3676.89,3
"98746","9405","V3748",3938.33,4
"98747","9405","V75",4473.99,5
"98748","9405","V3744",5372.91,6
"98749","9405","V74",5529.78,7
"98750","9405","V3741",5840.66,8
"98751","9405","V9406",6004.7,9
"98752","9405","V9407",6011.05,10
"98753","9406","V1501",1865.67,1
"98754","9406","V2243",3287.2,2
"98755","9406","V3748",3595.13,3
"98756","9406","V3747",4266.2,4
"98757","9406","V6436",4934.42,5
"98758","9406","V6423",5036.39,6
"98759","9406","V6416",5237.22,7
"98760","9406","V1502",5311.24,8
"98761","9406","V75",5695.53,9
"98762","9406","V9405",6004.7,10
"98763","9407","V3750",1855.05,1
"98764","9407","V3744",1868.18,2
"98765","9407","V9404",3632.16,3
"98766","9407","V3749",4130.64,4
"98767","9407","V3746",4304.53,5
"98768","9407","V83",5003.32,6
"98769","9407","V9405",6011.05,7
"98770","9407","V9395",6754.48,8
"98771","9407","V3742",6813.17,9
"98772","9407","V74",7392.04,10
"98773","9408","V6985",2742.73,1
"98774","9408","V3745",3025.41,2
"98775","9408","V1929",3293.77,3
"98776","9408","V7002",4761.23,4
"98777","9408","V7000",4814.18,5
"98778","9408","V9400",5308.27,6
"98779","9408","V6986",5446.03,7
"98780","9408","V10492",5583.15,8
"98781","9408","V1930",5624.96,9
"98782","9408","V10373",5710.94,10
"98783","9409","V3743",894.86,1
"98784","9409","V3742",2677.33,2
"98785","9409","V10477",4215.35,3
"98786","9409","V3746",4636.68,4
"98787","9409","V9159",4662.79,5
"98788","9409","V10492",4773.92,6
"98789","9409","V3533",6434.28,7
"98790","9409","V81",6570.2,8
"98791","9409","V3531",6584.56,9
"98792","9409","V1155",6662.91,10
"98793","941","V5661",1274.95,1
"98794","941","V9544",1430.27,2
"98795","941","V5662",1524.94,3
"98796","941","V9511",1750.39,4
"98797","941","V3821",2486.65,5
"98798","941","V9589",2637.05,6
"98799","941","V9516",2656.71,7
"98800","941","V9520",2663.02,8
"98801","941","V9515",2963.76,9
"98802","941","V3811",3007.77,10
"98803","9410","V2396",1232.93,1
"98804","9410","V5830",1446.53,2
"98805","9410","V5833",1494.57,3
"98806","9410","V9411",1539.64,4
"98807","9410","V4391",1579.39,5
"98808","9410","V7529",1927.52,6
"98809","9410","V6499",1939.52,7
"98810","9410","V5818",1977.26,8
"98811","9410","V5779",2091.54,9
"98812","9410","V3751",2157.73,10
"98813","9411","V3751",627.82,1
"98814","9411","V9410",1539.64,2
"98815","9411","V6499",1838.41,3
"98816","9411","V4391",1858.54,4
"98817","9411","V7530",1955.79,5
"98818","9411","V5779",2469.04,6
"98819","9411","V2396",2752.73,7
"98820","9411","V5833",2870.22,8
"98821","9411","V7529",2871.68,9
"98822","9411","V5830",2925.37,10
"98823","9412","V9809",1083.82,1
"98824","9412","V9807",1362.33,2
"98825","9412","V9808",1859.26,3
"98826","9412","V4034",1997.2,4
"98827","9412","V4038",2266.55,5
"98828","9412","V4014",2543.67,6
"98829","9412","V4036",2622.3,7
"98830","9412","V9811",2784.93,8
"98831","9412","V9833",3148.98,9
"98832","9412","V9810",3287.47,10
"98833","9413","V9423",1357.79,1
"98834","9413","V9420",2350.55,2
"98835","9413","V3755",2430.78,3
"98836","9413","V9415",3262.94,4
"98837","9413","V9422",3510.96,5
"98838","9413","V3763",3640.34,6
"98839","9413","V10493",4240.99,7
"98840","9413","V9416",4307.34,8
"98841","9413","V3761",4358,9
"98842","9413","V4889",4904.12,10
"98843","9414","V9801",919.23,1
"98844","9414","V4891",1514.8,2
"98845","9414","V10224",1876.34,3
"98846","9414","V4013",2353.88,4
"98847","9414","V4887",2446,5
"98848","9414","V3762",3419.33,6
"98849","9414","V4016",3433.72,7
"98850","9414","V9416",3577.04,8
"98851","9414","V399",3942.15,9
"98852","9414","V10493",4579.11,10
"98853","9415","V9423",2039.75,1
"98854","9415","V9422",2614.43,2
"98855","9415","V3763",2818.48,3
"98856","9415","V9413",3262.94,4
"98857","9415","V3755",4655.72,5
"98858","9415","V3761",4892.55,6
"98859","9415","V10494",5234.86,7
"98860","9415","V9420",5608.21,8
"98861","9415","V3759",6038.18,9
"98862","9415","V306",6346.21,10
"98863","9416","V4013",1364.47,1
"98864","9416","V9420",1957.5,2
"98865","9416","V10493",2629.58,3
"98866","9416","V9801",2802.77,4
"98867","9416","V4889",3173.23,5
"98868","9416","V9414",3577.04,6
"98869","9416","V3762",3992.17,7
"98870","9416","V9413",4307.34,8
"98871","9416","V3755",4450.39,9
"98872","9416","V3757",4468.92,10
"98873","9417","V3764",3297.48,1
"98874","9417","V9419",4908.67,2
"98875","9417","V9421",5648.86,3
"98876","9417","V3757",6743.73,4
"98877","9417","V4890",7164.42,5
"98878","9417","V2058",7407.12,6
"98879","9417","V10209",7518.86,7
"98880","9417","V3761",7699.38,8
"98881","9417","V4014",7924.73,9
"98882","9417","V4889",8000.2,10
"98883","9418","V9835",945.69,1
"98884","9418","V9838",1045.98,2
"98885","9418","V9840",1056.72,3
"98886","9418","V9832",1620.14,4
"98887","9418","V9826",1699.71,5
"98888","9418","V9829",2154.73,6
"98889","9418","V3758",2367.41,7
"98890","9418","V9812",2958.45,8
"98891","9418","V4002",3146.9,9
"98892","9418","V4010",3342.39,10
"98893","9419","V9417",4908.67,1
"98894","9419","V8172",5831.54,2
"98895","9419","V3760",5869.07,3
"98896","9419","V10209",5927.47,4
"98897","9419","V2058",6371.23,5
"98898","9419","V3764",6998.11,6
"98899","9419","V8179",7762.47,7
"98900","9419","V8187",8464.65,8
"98901","9419","V2809",8499.93,9
"98902","9419","V8188",9301.85,10
"98903","942","V1699",2603.22,1
"98904","942","V1702",4109.34,2
"98905","942","V1703",4432.92,3
"98906","942","V1698",4974.56,4
"98907","942","V6712",5092.83,5
"98908","942","V6708",5703.02,6
"98909","942","V1707",6676.91,7
"98910","942","V4241",6810.38,8
"98911","942","V6711",6923.1,9
"98912","942","V3856",7014.63,10
"98913","9420","V9416",1957.5,1
"98914","9420","V9413",2350.55,2
"98915","9420","V10493",2674.71,3
"98916","9420","V3755",2951.13,4
"98917","9420","V4013",3319.64,5
"98918","9420","V4889",3473.73,6
"98919","9420","V9423",3679.3,7
"98920","9420","V9801",4646.08,8
"98921","9420","V3756",4761.28,9
"98922","9420","V3757",4951.39,10
"98923","9421","V3761",2144.6,1
"98924","9421","V3764",2708.05,2
"98925","9421","V3757",3659.89,3
"98926","9421","V4889",3903.3,4
"98927","9421","V9422",4531.08,5
"98928","9421","V9417",5648.86,6
"98929","9421","V9413",5998.34,7
"98930","9421","V9420",6090.44,8
"98931","9421","V9423",6665.07,9
"98932","9421","V9416",6753.24,10
"98933","9422","V3761",2390.89,1
"98934","9422","V9415",2614.43,2
"98935","9422","V9423",3188.26,3
"98936","9422","V9413",3510.96,4
"98937","9422","V9421",4531.08,5
"98938","9422","V3763",5189.45,6
"98939","9422","V9420",5329.55,7
"98940","9422","V3755",5795.15,8
"98941","9422","V306",5871.49,9
"98942","9422","V4889",5989.11,10
"98943","9423","V9413",1357.79,1
"98944","9423","V9415",2039.75,2
"98945","9423","V3763",2521.27,3
"98946","9423","V3755",2761.33,4
"98947","9423","V9422",3188.26,5
"98948","9423","V9420",3679.3,6
"98949","9423","V3761",4749.59,7
"98950","9423","V10493",5221.83,8
"98951","9423","V9416",5634.6,9
"98952","9423","V3756",5935.5,10
"98953","9424","V2631",3621.36,1
"98954","9424","V7885",3623.99,2
"98955","9424","V7280",4147.42,3
"98956","9424","V3769",5337.35,4
"98957","9424","V8202",5683.39,5
"98958","9424","V8525",6352.92,6
"98959","9424","V3767",6820.12,7
"98960","9424","V10496",6897.05,8
"98961","9424","V2632",7136.9,9
"98962","9424","V9425",8227.49,10
"98963","9425","V1084",1875.07,1
"98964","9425","V3766",2233.58,2
"98965","9425","V3767",2718.28,3
"98966","9425","V3769",3159.34,4
"98967","9425","V3768",4621.81,5
"98968","9425","V7276",5309.07,6
"98969","9425","V2143",5625.35,7
"98970","9425","V8202",6575.07,8
"98971","9425","V8792",6904.25,9
"98972","9425","V7279",7075.82,10
"98973","9426","V844",727.61,1
"98974","9426","V4202",1019.56,2
"98975","9426","V2847",1125.64,3
"98976","9426","V6865",1407.37,4
"98977","9426","V2149",2054.18,5
"98978","9426","V8229",2259.43,6
"98979","9426","V4193",2521.65,7
"98980","9426","V4450",2647.84,8
"98981","9426","V1346",3082.08,9
"98982","9426","V4451",3694.43,10
"98983","9427","V3413",828.97,1
"98984","9427","V9024",1312.51,2
"98985","9427","V7213",1761.21,3
"98986","9427","V7204",1934.35,4
"98987","9427","V2773",2336.52,5
"98988","9427","V3416",2343.63,6
"98989","9427","V9022",2748.67,7
"98990","9427","V3414",3056.91,8
"98991","9427","V8120",3305.75,9
"98992","9427","V8119",3701.65,10
"98993","9428","V4338",964.67,1
"98994","9428","V10188",1250.29,2
"98995","9428","V9462",1477.96,3
"98996","9428","V3771",1813.35,4
"98997","9428","V10189",3057.04,5
"98998","9428","V9968",3302.62,6
"98999","9428","V3778",3402.63,7
"99000","9428","V8620",3910.88,8
"99001","9428","V9479",4121.94,9
"99002","9428","V3159",4172.48,10
"99003","9429","V9479",1924.51,1
"99004","9429","V9431",1991.35,2
"99005","9429","V3770",2057.56,3
"99006","9429","V9434",2606.31,4
"99007","9429","V9446",2793.73,5
"99008","9429","V9432",3434.59,6
"99009","9429","V3153",3723.43,7
"99010","9429","V9968",3953.7,8
"99011","9429","V8602",4292.25,9
"99012","9429","V3771",4482.11,10
"99013","943","V9513",1520.45,1
"99014","943","V9515",2218.88,2
"99015","943","V3822",2297.73,3
"99016","943","V3811",2501.73,4
"99017","943","V5661",2662.54,5
"99018","943","V9546",3013.02,6
"99019","943","V9526",3433.64,7
"99020","943","V9521",3525.08,8
"99021","943","V9525",3747.27,9
"99022","943","V6742",3775.92,10
"99023","9430","V9448",463.53,1
"99024","9430","V9444",666.75,2
"99025","9430","V9449",1209.52,3
"99026","9430","V9490",2963.16,4
"99027","9430","V9461",3215.87,5
"99028","9430","V9440",3273.92,6
"99029","9430","V9432",3904.21,7
"99030","9430","V10189",4337.56,8
"99031","9430","V4707",4458.57,9
"99032","9430","V9485",4573.41,10
"99033","9431","V9446",1848.75,1
"99034","9431","V9429",1991.35,2
"99035","9431","V9432",2032.97,3
"99036","9431","V9479",2529.45,4
"99037","9431","V4707",2845.17,5
"99038","9431","V3770",2907.46,6
"99039","9431","V4932",3634.72,7
"99040","9431","V9449",4146.58,8
"99041","9431","V3771",4183.9,9
"99042","9431","V9434",4467.6,10
"99043","9432","V9431",2032.97,1
"99044","9432","V9479",2602.24,2
"99045","9432","V3771",2683.38,3
"99046","9432","V9449",2837.58,4
"99047","9432","V9444",3282.38,5
"99048","9432","V9429",3434.59,6
"99049","9432","V4707",3578.68,7
"99050","9432","V9448",3671.39,8
"99051","9432","V9446",3745.72,9
"99052","9432","V9430",3904.21,10
"99053","9433","V3772",1549.99,1
"99054","9433","V9447",1658.92,2
"99055","9433","V9442",1801.67,3
"99056","9433","V9439",2480.88,4
"99057","9433","V9441",2845.23,5
"99058","9433","V3243",3092.01,6
"99059","9433","V9437",3151.27,7
"99060","9433","V8772",3351.33,8
"99061","9433","V8770",4043.79,9
"99062","9433","V9435",4566.11,10
"99063","9434","V8602",1935.58,1
"99064","9434","V3770",2401.9,2
"99065","9434","V9429",2606.31,3
"99066","9434","V2557",3466.97,4
"99067","9434","V3153",3579.04,5
"99068","9434","V6976",3990.53,6
"99069","9434","V9479",4068.26,7
"99070","9434","V9446",4453.59,8
"99071","9434","V9431",4467.6,9
"99072","9434","V9968",5052.3,10
"99073","9435","V9436",1898.05,1
"99074","9435","V9439",2159.27,2
"99075","9435","V3772",3020.82,3
"99076","9435","V9442",3608.36,4
"99077","9435","V2573",3740.54,5
"99078","9435","V9445",3774.34,6
"99079","9435","V2561",4198.11,7
"99080","9435","V9433",4566.11,8
"99081","9435","V8772",5415.86,9
"99082","9435","V3236",5507.81,10
"99083","9436","V9445",1876.32,1
"99084","9436","V9435",1898.05,2
"99085","9436","V2561",2915.78,3
"99086","9436","V9439",2949.62,4
"99087","9436","V9442",3138.91,5
"99088","9436","V3772",3282.37,6
"99089","9436","V9443",4111.03,7
"99090","9436","V9433",4696.2,8
"99091","9436","V2573",5017.82,9
"99092","9436","V4932",5511.83,10
"99093","9437","V9441",1750.03,1
"99094","9437","V3782",2250.14,2
"99095","9437","V8770",2812.19,3
"99096","9437","V9447",2941.46,4
"99097","9437","V9433",3151.27,5
"99098","9437","V9468",3257.73,6
"99099","9437","V9485",3672.33,7
"99100","9437","V3241",3851.97,8
"99101","9437","V3243",3951.85,9
"99102","9437","V9442",4039.36,10
"99103","9438","V3243",2459.03,1
"99104","9438","V8772",2621.22,2
"99105","9438","V8780",3392.02,3
"99106","9438","V8774",3826.62,4
"99107","9438","V9447",3852.79,5
"99108","9438","V8773",3930.87,6
"99109","9438","V8768",4014.64,7
"99110","9438","V8770",4213.54,8
"99111","9438","V8761",4300.96,9
"99112","9438","V8752",5130.12,10
"99113","9439","V3772",1034.02,1
"99114","9439","V9442",2136.41,2
"99115","9439","V9435",2159.27,3
"99116","9439","V9433",2480.88,4
"99117","9439","V9436",2949.62,5
"99118","9439","V8772",3628.25,6
"99119","9439","V9447",3758.79,7
"99120","9439","V9445",4438.83,8
"99121","9439","V3243",4791.38,9
"99122","9439","V9441",4826.73,10
"99123","944","V6882",2425.78,1
"99124","944","V6889",2681.67,2
"99125","944","V6876",2794.08,3
"99126","944","V1849",3200.31,4
"99127","944","V1838",3236.29,5
"99128","944","V10367",3342.28,6
"99129","944","V10469",3548.6,7
"99130","944","V1841",4066.6,8
"99131","944","V1840",4951.22,9
"99132","944","V1851",5222.03,10
"99133","9440","V3785",2169.19,1
"99134","9440","V9451",2274.1,2
"99135","9440","V9459",2434.08,3
"99136","9440","V9452",2437.42,4
"99137","9440","V9464",2741.22,5
"99138","9440","V9490",2748.92,6
"99139","9440","V9453",2789.8,7
"99140","9440","V9461",2964.63,8
"99141","9440","V3776",3073.73,9
"99142","9440","V9485",3124.87,10
"99143","9441","V9437",1750.03,1
"99144","9441","V9485",2722.36,2
"99145","9441","V9433",2845.23,3
"99146","9441","V9442",2877,4
"99147","9441","V9461",2995.49,5
"99148","9441","V3782",3061.97,6
"99149","9441","V9447",3551.24,7
"99150","9441","V3772",3802.27,8
"99151","9441","V8770",4403.69,9
"99152","9441","V9468",4629.4,10
"99153","9442","V3772",1278.76,1
"99154","9442","V9433",1801.67,2
"99155","9442","V9439",2136.41,3
"99156","9442","V9441",2877,4
"99157","9442","V9436",3138.91,5
"99158","9442","V9447",3454.82,6
"99159","9442","V9435",3608.36,7
"99160","9442","V9445",3701.53,8
"99161","9442","V9437",4039.36,9
"99162","9442","V9461",4529.18,10
"99163","9443","V4932",1624.43,1
"99164","9443","V4707",1664.78,2
"99165","9443","V2561",2337.51,3
"99166","9443","V9445",2580.27,4
"99167","9443","V2567",3445.49,5
"99168","9443","V9446",3820.28,6
"99169","9443","V9449",3997.85,7
"99170","9443","V9436",4111.03,8
"99171","9443","V9444",4336.6,9
"99172","9443","V9431",4509.95,10
"99173","9444","V9449",546.94,1
"99174","9444","V9430",666.75,2
"99175","9444","V9448",715.32,3
"99176","9444","V9490",3100.82,4
"99177","9444","V9432",3282.38,5
"99178","9444","V9461",3842.07,6
"99179","9444","V9440",3853.89,7
"99180","9444","V4707",3901.01,8
"99181","9444","V10189",4295.67,9
"99182","9444","V9443",4336.6,10
"99183","9445","V9436",1876.32,1
"99184","9445","V2561",2578.43,2
"99185","9445","V9443",2580.27,3
"99186","9445","V9442",3701.53,4
"99187","9445","V9435",3774.34,5
"99188","9445","V4707",4091.87,6
"99189","9445","V4932",4163.14,7
"99190","9445","V3772",4403.23,8
"99191","9445","V9439",4438.83,9
"99192","9445","V9449",4773.45,10
"99193","9446","V9431",1848.75,1
"99194","9446","V3770",2171.31,2
"99195","9446","V4707",2394.36,3
"99196","9446","V4932",2434.22,4
"99197","9446","V9429",2793.73,5
"99198","9446","V2568",3565.97,6
"99199","9446","V9432",3745.72,7
"99200","9446","V9443",3820.28,8
"99201","9446","V2567",4053.09,9
"99202","9446","V9479",4144.38,10
"99203","9447","V3243",1499.79,1
"99204","9447","V9433",1658.92,2
"99205","9447","V8770",2607.04,3
